Date,Close,ret_0d,ret_1d,ret_3d,ret_5d,direction_1d
2020-01-02,28.68400001525879,,0.02963325829792085,0.09017801233446265,0.1187188873063767,1
2020-01-03,29.534000396728516,0.02963325829792085,0.01925463704513497,0.11090043206283107,0.07932100611185944,1
2020-01-06,30.1026668548584,0.01925463704513497,0.03880052465815398,0.06599633631421509,0.16237759280599162,1
2020-01-07,31.270666122436523,0.03880052465815398,0.04920482578812169,0.019379213026541553,0.14680422218338895,1
2020-01-08,32.80933380126953,0.04920482578812169,-0.021945011900097344,0.06648509377648737,0.05356194852321372,0
2020-01-09,32.089332580566406,-0.021945011900097344,-0.006627297633174267,0.11754683116766396,0.06679270843908469,0
2020-01-10,31.876667022705078,-0.006627297633174267,0.09768895885093332,0.08438770040772936,0.0676565652383232,1
2020-01-13,34.990665435791016,0.09768895885093332,0.024882822120200876,-0.021662903826649704,0.04256375487280417,1
2020-01-14,35.861331939697266,0.024882822120200876,-0.03610201351305786,-0.050974099848385745,0.05881925569787283,0
2020-01-15,34.56666564941406,-0.03610201351305786,-0.009662477636014799,0.05535199467104812,0.10356804059044,0
2020-01-16,34.232666015625,-0.009662477636014799,-0.005822894156913949,0.1091940305027208,0.09996302605960761,0
2020-01-17,34.03333282470703,-0.005822894156913949,0.07189030619278935,0.12086194076107581,0.09308519044829677,1
2020-01-21,36.47999954223633,0.07189030619278935,0.04086264444061727,0.03220031176366689,0.0360014150351986,1
2020-01-22,37.97066879272461,0.04086264444061727,0.004635122144013071,-0.020261341843598513,0.0200680484997513,1
2020-01-23,38.14666748046875,0.004635122144013071,-0.012897603180825445,-0.009262574100592835,0.11990565924527385,0
2020-01-24,37.654666900634766,-0.012897603180825445,-0.012039272835579595,0.028628565957970586,0.15181829095390564,0
2020-01-27,37.201332092285156,-0.012039272835579595,0.015913383222044608,0.14836395338606856,0.39779940866106256,1
2020-01-28,37.793331146240234,0.015913383222044608,0.024854513769903885,0.14759225399062004,0.5647557683504933,1
2020-01-29,38.732666015625,0.024854513769903885,0.10296225866535558,0.3425360386765752,0.26456566461181596,1
2020-01-30,42.72066879272461,0.10296225866535558,0.015230690473505337,0.38427919289341594,0.16877074465886,1
2020-01-31,43.371334075927734,0.015230690473505337,0.19894859376394902,0.12931733795621358,0.1498685742204937,1
2020-02-03,52.0,0.19894859376394902,0.13725640223576474,-0.03979484851543724,-0.0111794838538537,1
2020-02-04,59.137332916259766,0.13725640223576474,-0.1717583947927872,-0.15668611321131043,-0.12702637517039994,0
2020-02-05,48.97999954223633,-0.1717583947927872,0.01940931694254422,0.04978904287780517,0.04435827842664053,1
2020-02-06,49.930667877197266,0.01940931694254422,-0.001188323805631053,0.033940343150081764,0.0734885142323436,0
2020-02-07,49.871334075927734,-0.001188323805631053,0.031026496329857656,0.025692794208974856,0.06945875353224862,1
2020-02-10,51.41866683959961,0.031026496329857656,0.004019260937028868,0.04242295198601975,0.11295506115210263,1
2020-02-11,51.62533187866211,0.004019260937028868,-0.009155657933695438,0.033123329903022025,0.18471550595565556,0
2020-02-12,51.15266799926758,-0.009155657933695438,0.047843652551780025,0.11874253553393466,0.17219040573509625,1
2020-02-13,53.599998474121094,0.047843652551780025,-0.004937755668348531,0.1410696439905208,0.12064677909301014,0
2020-02-14,53.33533477783203,-0.004937755668348531,0.0729597130158357,0.12422031109882181,0.042198361868343914,1
2020-02-18,57.22666549682617,0.0729597130158357,0.06875580895325561,0.04962721710118512,-0.06813840925387626,1
2020-02-19,61.16133117675781,0.06875580895325561,-0.019631105097986157,-0.09115780402961982,-0.15109764339668819,0
2020-02-20,59.96066665649414,-0.019631105097986157,0.0017678087791648256,-0.11062810811505475,-0.24506065498438157,1
